,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1206,1207,20,RH,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1056,0,0,1056,GasA,TA,Y,SBrkr,1056,0,0,6.962243464266207,1,0,1,0,2,1,TA,5,Typ,0,1,384,Y,0,42,0,0,0,0,0,11,2006,WD,Normal,11.580584113444043
1207,1208,20,RL,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,340,0,1342,1682,GasA,Ex,Y,SBrkr,1700,0,0,7.438383530044307,1,0,2,0,3,1,Gd,7,Typ,0,2,544,Y,192,23,0,0,0,0,0,5,2006,WD,Normal,12.206072645530174
1208,1209,20,RL,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,504,108,319,931,GasA,TA,Y,SBrkr,1283,0,0,7.1569563646156364,1,0,1,0,3,1,TA,6,Typ,0,2,506,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,11.84939770159144
1209,1210,20,RL,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1220,0,440,1660,GasA,Ex,Y,SBrkr,1660,0,0,7.414572881350589,1,0,2,0,3,1,Gd,8,Typ,1,2,500,Y,322,50,0,0,0,0,0,5,2006,New,Partial,12.577636201962656
1210,1211,60,RL,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,0,0,1055,1055,GasA,Ex,Y,SBrkr,1055,790,0,7.520234556474628,0,0,2,1,3,1,Gd,8,Typ,1,2,462,Y,635,104,0,0,0,0,400,5,2010,WD,Normal,12.14950229404178
1211,1212,50,RL,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Wood,427,0,132,559,GasA,Gd,Y,SBrkr,1080,672,0,7.468513271496337,0,0,2,0,4,1,TA,8,Typ,0,2,492,Y,325,12,0,0,0,0,0,6,2010,WD,Normal,12.007621706806335
1212,1213,30,RL,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,344,0,328,672,GasA,TA,Y,SBrkr,672,0,0,6.51025834052315,1,0,1,0,2,1,TA,4,Typ,0,1,234,N,0,113,0,0,0,0,0,8,2009,WD,Normal,11.635143097694478
1213,1214,80,RL,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,648,0,0,648,GasA,Ex,Y,SBrkr,960,0,0,6.866933284461882,1,1,0,0,0,1,TA,3,Typ,0,1,364,Y,88,0,0,0,0,0,0,5,2006,WD,Normal,11.884489021402711
1214,1215,85,RL,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,784,0,141,925,GasA,TA,Y,SBrkr,999,0,0,6.906754778648554,1,0,1,0,3,1,TA,6,Typ,0,1,300,Y,150,72,0,0,0,0,0,5,2006,WD,Normal,11.809319478024031
1215,1216,20,RL,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,180,374,340,894,GasA,TA,Y,SBrkr,894,0,0,6.795705775173514,0,0,1,0,3,1,TA,5,Typ,0,1,384,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,11.736069016284437
1216,1217,90,RM,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1318,584,0,7.550661243105336,0,0,2,0,4,2,TA,8,Typ,0,2,539,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,11.626254150277232
1217,1218,20,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,936,0,364,1300,GasA,Ex,Y,SBrkr,1314,0,0,7.1808311990445555,1,0,2,0,3,1,Gd,6,Typ,0,2,552,Y,135,112,0,0,0,0,0,9,2009,New,Partial,12.343466568968994
1218,1219,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,Slab,0,0,0,0,GasA,Gd,N,SBrkr,672,240,0,6.815639990074331,0,0,1,0,2,1,TA,3,Typ,0,0,0,N,0,0,0,0,0,0,0,7,2006,WD,Normal,11.296012463406655
1219,1220,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,0,0,672,672,GasA,TA,Y,SBrkr,672,546,0,7.1049654482698426,0,0,1,1,3,1,TA,7,Typ,0,0,0,N,201,0,0,0,0,0,0,4,2006,WD,Abnorml,11.424094251263613
1220,1221,20,RL,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,312,600,0,912,GasA,TA,Y,SBrkr,912,0,0,6.815639990074331,0,0,1,0,2,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,11,2006,WD,Abnorml,11.652687407345388
1221,1222,20,RL,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,250,492,210,952,GasA,Ex,Y,SBrkr,1211,0,0,7.099201743553092,0,0,1,0,3,1,TA,5,Typ,1,1,322,Y,0,63,0,0,0,0,0,8,2008,WD,Normal,11.805595078933049
1222,1223,50,RL,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,196,0,844,1040,GasA,Ex,Y,SBrkr,1168,678,0,7.520776415062797,0,0,2,0,3,1,TA,7,Typ,1,1,315,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,11.870599909242044
1223,1224,20,RL,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,756,0,1380,2136,GasA,TA,N,FuseA,2136,0,0,7.666690200080086,0,0,2,0,4,1,TA,7,Mod,0,2,528,Y,0,30,0,0,0,0,0,10,2006,WD,Normal,11.834284063781393
1224,1225,60,RL,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,724,0,64,788,GasA,Ex,Y,SBrkr,788,702,0,7.306531398939505,1,0,2,1,3,1,Gd,8,Typ,1,2,388,Y,100,75,0,0,0,0,0,2,2008,WD,Normal,12.122691036591123
1225,1226,80,RL,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,507,0,81,588,GasA,Ex,Y,SBrkr,1138,0,0,7.037027614686276,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,11.884489021402711
1226,1227,60,RL,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,7.566828479208331,0,0,2,1,4,1,Gd,9,Typ,1,3,668,Y,100,18,0,0,0,0,0,1,2008,WD,Normal,12.273731294003989
1227,1228,20,RL,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,595,0,317,912,GasA,Ex,Y,SBrkr,912,0,0,6.815639990074331,1,0,1,0,2,1,Gd,5,Typ,0,2,576,Y,0,240,0,0,0,0,0,12,2008,WD,Normal,11.898187865760873
1228,1229,120,RL,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,1540,0,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,7.43955930913332,1,0,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,0,0,224,0,0,10,2008,New,Partial,12.813917896253697
1229,1230,80,RL,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,666,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,7.317876198626496,0,0,2,0,4,1,TA,7,Maj1,0,1,404,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,11.751942365440728
1230,1231,90,RL,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,TA,TA,CBlock,498,211,652,1361,GasA,Ex,Y,SBrkr,1361,1259,0,7.8709295967551425,0,0,2,2,4,2,TA,12,Typ,1,2,600,N,155,24,145,0,0,0,8300,8,2007,WD,Normal,12.154779351142624
1231,1232,90,RL,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,803,0,303,1106,GasA,TA,Y,SBrkr,1190,0,0,7.081708586105575,1,0,1,0,3,1,TA,6,Typ,0,2,540,Y,0,18,0,0,0,0,0,5,2006,WD,Normal,11.794337924408413
1232,1233,90,RL,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1224,0,0,7.1098794630722715,0,0,2,0,2,2,TA,6,Typ,0,2,462,Y,0,0,0,0,0,0,0,3,2007,WD,Normal,11.53076538309856
1233,1234,20,RL,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,1000,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,7.080026499922591,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,5,2010,COD,Abnorml,11.863582336583399
1234,1235,70,RH,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,940,940,GasA,TA,N,FuseA,1024,940,0,7.582738488914411,0,0,1,1,4,1,TA,7,Typ,0,0,0,N,0,192,0,0,0,0,0,11,2008,WD,Abnorml,11.77528972943772
1235,1236,70,RL,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,747,747,GasA,Gd,Y,FuseF,892,892,0,7.486613313139955,0,0,1,1,4,1,TA,9,Typ,0,1,180,N,203,40,0,0,0,0,0,7,2006,WD,Normal,11.841415931849784
1236,1237,160,RL,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,0,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,7.3938782901077555,0,0,2,1,2,1,Gd,6,Typ,0,2,474,Y,0,27,0,0,0,0,0,6,2010,WD,Normal,12.075394321888057
1237,1238,60,RL,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,7.5745584842024805,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,9,2006,WD,Normal,12.180754837545884
1238,1239,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,7.039660349862076,0,0,1,1,3,1,TA,6,Typ,0,2,484,Y,0,0,0,0,0,0,0,3,2006,WD,Abnorml,11.867097278690842
1239,1240,20,RL,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,428,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,7.302496423727326,0,0,2,0,2,1,Ex,6,Typ,1,2,472,Y,120,33,0,0,0,0,0,12,2007,WD,Normal,12.490875577231112
1240,1241,60,RL,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,550,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,7.477604243197589,1,0,2,1,3,1,Gd,8,Typ,0,2,543,Y,0,63,0,0,0,0,0,7,2008,WD,Normal,12.323411137947407
1241,1242,20,RL,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,7.4318919168078,0,0,2,0,3,1,Gd,7,Typ,0,3,954,Y,0,56,0,0,0,0,0,6,2007,New,Partial,12.422505731952896
1242,1243,85,RL,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,885,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,7.067319848653476,1,0,2,0,3,1,Gd,6,Typ,2,2,528,Y,0,120,0,0,0,0,0,1,2010,WD,Family,12.043553716032399
1243,1244,20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1386,0,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,7.638198244285779,1,0,2,1,2,1,Ex,7,Typ,1,3,850,Y,216,229,0,0,0,0,0,9,2006,New,Partial,13.049792684569493
1244,1245,70,RL,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,0,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,7.324489979348532,0,0,1,0,3,1,Gd,7,Typ,2,2,400,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,12.345834587905333
1245,1246,80,RL,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,7.532623618788788,0,0,3,1,3,1,TA,7,Typ,1,2,477,Y,268,112,0,0,147,0,0,1,2007,WD,Abnorml,12.089538829274222
1246,1247,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,7.347943823148687,0,0,2,1,3,1,Gd,6,Typ,0,2,615,Y,0,45,0,0,0,0,0,3,2006,New,Partial,12.136186518066006
1247,1248,80,RL,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,539,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,6.9411900550683745,1,0,1,0,3,1,TA,6,Typ,0,3,888,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,12.042965307660024
1248,1249,75,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,319,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,7.629489916393995,0,0,1,1,3,1,TA,8,Typ,1,2,396,P,0,0,259,0,0,0,0,4,2008,WD,Normal,11.771436160121729
1249,1250,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,534,96,246,876,GasA,TA,Y,SBrkr,988,0,0,6.895682697747868,0,0,1,0,3,1,TA,6,Typ,0,1,276,Y,0,80,0,0,0,0,0,5,2007,WD,Normal,11.686878772093667
1250,1251,20,RL,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,Gd,TA,CBlock,1065,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,7.6544432264701125,1,0,2,1,3,1,Ex,8,Typ,2,2,522,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,12.404923504275338
1251,1252,120,RL,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,0,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,7.247792581767846,0,0,2,0,2,1,Gd,6,Typ,1,2,478,Y,148,36,0,0,0,0,0,3,2006,WD,Normal,12.053795210084596
1252,1253,20,RL,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,510,0,354,864,GasA,TA,Y,SBrkr,874,0,0,6.773080375655535,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,33,0,0,0,0,0,600,11,2009,WD,Normal,11.77528972943772
1253,1254,60,RL,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,125,1031,36,1192,GasA,TA,Y,SBrkr,1516,651,0,7.681099001536359,1,0,2,1,3,1,Gd,9,Typ,2,2,518,Y,220,47,0,0,0,0,0,7,2007,WD,Normal,12.591335046320818
1254,1255,60,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,7.412160334945205,0,0,2,1,3,1,Gd,7,Typ,1,2,397,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,12.016122061571728
1255,1256,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,425,0,459,884,GasA,TA,Y,FuseA,959,408,0,7.220373836723949,0,0,1,0,3,1,TA,6,Typ,1,1,560,Y,0,0,0,0,120,0,0,11,2007,WD,Normal,11.755871643580617
1256,1257,20,RL,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1314,0,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,7.594381242551817,1,0,2,0,2,1,Gd,7,Typ,1,2,691,Y,262,36,0,0,0,0,0,8,2008,WD,Normal,12.616525295149378
1257,1258,30,RL,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,6.761572768804055,0,0,1,0,2,1,TA,4,Typ,0,0,0,Y,0,96,0,0,0,0,0,7,2009,WD,Normal,11.511924964636645
1258,1259,80,RL,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,655,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,7.061334366910438,1,0,2,0,2,1,Gd,5,Typ,0,2,400,Y,212,0,0,0,0,0,0,7,2008,WD,Normal,12.154779351142624
1259,1260,20,RL,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,602,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,6.960347729101308,1,0,1,1,3,1,TA,6,Typ,0,2,460,Y,180,0,0,0,80,0,0,7,2008,WD,Normal,11.925035115797062
1260,1261,60,RL,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,7.423568444259167,0,0,2,1,3,1,TA,7,Typ,1,2,502,Y,0,103,0,0,0,0,0,6,2009,WD,Normal,12.106252310247962
1261,1262,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,504,0,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,6.956545443151569,0,0,1,0,2,1,TA,5,Typ,0,1,338,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,11.766792188927278
1262,1263,50,RL,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,7.488852955733459,1,0,1,0,5,1,TA,8,Min2,2,1,304,Y,120,0,0,0,0,0,0,11,2009,WD,Normal,11.992260421644849
1263,1264,70,RL,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,7.508787170634276,0,0,1,0,3,1,TA,8,Typ,1,2,520,N,0,0,126,0,0,0,0,7,2007,WD,Normal,12.103486056755072
1264,1265,120,RH,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,266,0,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,7.198183577101943,1,0,2,0,2,1,Gd,5,Typ,0,2,511,Y,144,68,0,0,0,0,0,8,2008,COD,Abnorml,12.106252310247962
1265,1266,160,FV,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,450,0,241,691,GasA,Ex,Y,SBrkr,713,739,0,7.280697195384741,1,0,2,1,3,1,Gd,6,Typ,0,2,506,Y,0,34,0,0,0,0,0,3,2006,WD,Normal,12.122147410592412
1266,1267,190,RM,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,0,0,925,925,GasA,TA,N,FuseF,964,925,0,7.543802867501509,0,0,1,1,4,2,TA,9,Typ,1,1,308,N,0,0,264,0,0,0,0,1,2007,WD,Normal,11.711776323715394
1267,1268,20,RL,13214,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,Ex,TA,PConc,0,0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,7.609862200913554,0,0,2,0,3,1,Ex,10,Typ,1,3,746,Y,144,76,0,0,0,0,0,5,2010,WD,Normal,12.84397135185964
1268,1269,50,RL,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,TA,Gd,CBlock,192,0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,8.145259566516865,0,0,3,1,4,1,Gd,11,Typ,2,3,1014,Y,314,12,0,0,0,0,0,5,2008,WD,Normal,12.850554654108839
1269,1270,50,RL,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,460,0,414,874,GasW,TA,Y,FuseA,874,650,0,7.329093736246592,0,0,1,1,3,1,TA,7,Typ,0,1,315,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,11.877568578558138
